"superkingdom","phylum","class","order","family","genus","species"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Cyphellaceae","Limnoperdon","Limnoperdon incarnatum"
"Eukaryota","Apicomplexa",NA,NA,NA,NA,"Apicomplexa sp. 1 KCW-2013"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cheyletidae","Psorergates","Psorergates sp. AD352"
"Eukaryota",NA,"Chrysophyceae","Chromulinales","Chromulinaceae",NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","Periconia macrospinosa"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta exitialis"
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium",NA
"Eukaryota","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Taenia","Taenia pisiformis"
"Eukaryota","Streptophyta","Magnoliopsida","Sapindales","Meliaceae","Entandrophragma","Entandrophragma congoense"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Nidulariaceae","Cyathus","Cyathus striatus"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia hordei"
"Eukaryota",NA,NA,NA,"Colpodellaceae",NA,"Colpodellidae sp. HEP"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae","Stylocephalus","Stylocephalus giganteus"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Carcinomycetaceae","Carcinomyces",NA
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Rhizomucor","Rhizomucor miehei"
"Eukaryota","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae"
"Eukaryota","Ciliophora","Colpodea","Bryometopida","Kreyellidae",NA,"Kreyellidae sp. MD-2012"
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp. clade III"
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Streptophyta","Bryopsida",NA,NA,NA,NA
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Cheyletidae","Psorergates","Psorergates sp. AD352"
"Eukaryota","Basidiomycota","Tremellomycetes","Holtermanniales",NA,"Holtermannia","Holtermannia sp."
"Eukaryota",NA,NA,NA,"Colpodellaceae",NA,"Colpodellidae sp. HEP"
"Eukaryota","Chlorophyta","Chlorophyceae","Sphaeropleales","Bracteacoccaceae","Bracteacoccus",NA
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae",NA,NA
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Acarus","Acarus siro"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales",NA,NA,NA
"Eukaryota","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum",NA
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor",NA
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"Eukaryota","Imbricatea",NA,"Euglyphida","Euglyphidae","Euglypha",NA
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum porosum"
"Eukaryota","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia aquatica"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Lipotrophidae","Mattesia","Mattesia sp. SV-2003"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida",NA,NA,"Neogregarinorida sp. OPPPC1"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Cyniclomyces","Cyniclomyces guttulatus"
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium","Erythrobasidium hasegawianum"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Nematopsis","Nematopsis temporariae"
"Eukaryota","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella",NA
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Hamigera",NA
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma sp."
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Pseudotremella","Pseudotremella moriformis"
"Eukaryota",NA,NA,NA,NA,NA,"uncultured eukaryote"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae",NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Chrysomphalina","Chrysomphalina chrysophylla"
"Eukaryota","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae",NA,NA
"Eukaryota",NA,"Ichthyosporea","Ichthyophonida",NA,"Anurofeca","Anurofeca richardsi"
"Eukaryota","Basidiomycota","Microbotryomycetes",NA,"Chrysozymaceae","Fellozyma","Fellozyma inositophila"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Gomphales","Gomphaceae","Ramaria","Ramaria rubella"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Kodamaea","[Candida] suecica"
"Eukaryota","Endomyxa",NA,"Plasmodiophorida","Plasmodiophoridae","Polymyxa","Polymyxa graminis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,"Hyphochytriomycetes",NA,"Hyphochytriaceae","Hyphochytrium","Hyphochytrium catenoides"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"Eukaryota",NA,"Chrysophyceae","Chromulinales","Chromulinaceae","Spumella","Spumella sp."
"Eukaryota","Platyhelminthes","Trematoda","Diplostomida","Cyathocotylidae",NA,NA
"Eukaryota","Basidiomycota","Microbotryomycetes",NA,NA,"Curvibasidium","Curvibasidium pallidicorallinum"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Syncystidae","Syncystis","Syncystis mirabilis"
"Eukaryota","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla norvegica"
"Eukaryota","Ascomycota","Lecanoromycetes",NA,NA,NA,NA
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Gymnosporangium",NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","Corynespora smithii"
"Eukaryota",NA,NA,NA,"Colpodellaceae",NA,"Colpodellidae sp. HEP"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia hungarica"
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella","Kockovaella sp."
"Eukaryota","Streptophyta","Bryopsida","Hypnales",NA,NA,NA
"Eukaryota",NA,"Ichthyosporea","Ichthyophonida",NA,"Anurofeca","Anurofeca sp. LAH-2003"
"Eukaryota","Imbricatea",NA,"Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas minima"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium",NA
"Eukaryota","Platyhelminthes","Cestoda","Cyclophyllidea","Anoplocephalidae","Equinia","Equinia mamillana"
"Eukaryota","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae",NA,NA
"Eukaryota","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","Apiotrichum laibachii"
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa sp."
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Lecudinidae","Psychodiella",NA
"Eukaryota","Basidiomycota","Cystobasidiomycetes","Cyphobasidiales","Cyphobasidiaceae","Cyphobasidium","Cyphobasidium hypogymniicola"
"Eukaryota","Cercozoa",NA,"Glissomonadida","Viridiraptoridae","Viridiraptor","Viridiraptor invadens"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma","Barnettozyma californica"
"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora","Phialophora sp. NH1-1"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia hordei"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota",NA,"Ichthyosporea","Ichthyophonida",NA,"Anurofeca","Anurofeca richardsi"
"Eukaryota","Ciliophora","Spirotrichea",NA,NA,NA,"Stichotrichia sp. St05"
"Eukaryota","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Alternariaster","Alternariaster helianthi"
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Evosea","Variosea","Protosteliida","Protosteliaceae","Schoutedamoeba","Schoutedamoeba minuta"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Syncystidae",NA,NA
"Eukaryota","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus multiplex"
"Eukaryota","Nematoda","Enoplea","Trichinellida","Capillariidae",NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Amniculicola","Amniculicola longissima"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Agaricomycetes","Amylocorticiales","Amylocorticiaceae","Anomoporia","Anomoporia bombycina"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia aff. pulcherrima"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"Eukaryota","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae",NA,NA
"Eukaryota","Arthropoda","Collembola","Symphypleona","Sminthuridae","Sphaeridia","Sphaeridia pumilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina chortiocetes"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Lecudinidae","Ascogregarina","Ascogregarina culicis"
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Adeleidae","Adelina","Adelina grylli"
"Eukaryota","Apicomplexa",NA,NA,NA,NA,"Apicomplexa sp. 1 KCW-2013"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas celer"
"Eukaryota",NA,"Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum minimum"
"Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae",NA,NA
"Eukaryota",NA,"Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Tubulinea","Elardia","Leptomyxida","Leptomyxidae","Leptomyxa","Leptomyxa reticulata"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces radicus"
"Eukaryota",NA,NA,NA,NA,NA,"fungal sp."
"Eukaryota","Nematoda","Chromadorea","Strongylida","Protostrongylidae","Protostrongylus","Protostrongylus rufescens"
"Eukaryota","Mucoromycota","Mucoromycetes","Mucorales",NA,NA,NA
"Eukaryota","Ascomycota","Dothideomycetes","Mycosphaerellales",NA,NA,NA
"Eukaryota","Arthropoda","Branchiopoda","Diplostraca","Daphniidae","Daphnia","Daphnia magna"
"Eukaryota","Imbricatea",NA,"Euglyphida","Trinematidae","Trinema","Trinema enchelys"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Ceratiomyxella","Ceratiomyxella tahitiensis"
"Eukaryota","Nematoda","Chromadorea","Strongylida",NA,NA,NA
"Eukaryota","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium bornovanus"
"Eukaryota","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"Eukaryota","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Venustampulla","Venustampulla echinocandica"
"Eukaryota","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum schmidelii"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chlorophyta","Ulvophyceae","Scotinosphaerales","Scotinosphaeraceae","Scotinosphaera","Scotinosphaera gibberosa"
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales",NA,NA,"Agaricostilbales sp."
"Eukaryota","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp."
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas sp. HFCC 906"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Cercozoa","Thecofilosea","Ventricleftida","Ventrifissuridae","Ventrifissura","Ventrifissura artocarpoidea"
"Eukaryota","Discosea","Flabellinia",NA,NA,"Mycamoeba","Mycamoeba gemmipara"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Gregarinidae","Gregarina","Gregarina coronata"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","Tulasnella asymmetrica"
"Eukaryota","Basidiomycota","Microbotryomycetes","Microbotryales","Ustilentylomataceae","Ustilentyloma","Ustilentyloma graminis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Mucoromycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"Eukaryota","Streptophyta","Magnoliopsida","Rosales",NA,NA,NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota",NA,NA,NA,NA,NA,"uncultured eukaryote"
"Eukaryota","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza lobulata"
"Eukaryota","Basidiomycota","Ustilaginomycetes","Urocystidales","Glomosporiaceae","Thecaphora","Thecaphora amaranthi"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Eupodidae","Eupodes","Eupodes voxencollinus"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia hordei"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Melampsoraceae","Melampsora","Melampsora larici-populina"
"Eukaryota","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium bornovanus"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Paracercomonas",NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Nematoda","Chromadorea","Strongylida","Crenosomatidae","Crenosoma","Crenosoma sp. RJ-2010"
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa sp."
"Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"Eukaryota","Chlorophyta","Trebouxiophyceae",NA,NA,NA,NA
"Eukaryota","Ciliophora","Colpodea","Bryometopida","Bryometopidae","Bryometopus","Bryometopus sphagni"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Siedleckiidae","Siedleckia","Siedleckia cf. nematoides"
"Eukaryota","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Basidiomycota","Agaricostilbomycetes",NA,NA,NA,NA
"Eukaryota","Basidiomycota","Microbotryomycetes",NA,"Chrysozymaceae","Yurkovia","Yurkovia sp."
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium",NA
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Imbricatea",NA,"Euglyphida","Euglyphidae","Euglypha",NA
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018a"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia lagenophorae"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas edax"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Schizoplasmodium","Schizoplasmodium cavostelioides"
"Eukaryota","Arthropoda","Arachnida","Trombidiformes","Demodicidae","Demodex",NA
"Eukaryota","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Kondoa","Kondoa yuccicola"
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida","Syncystidae","Syncystis","Syncystis mirabilis"
"Eukaryota",NA,"Chrysophyceae",NA,NA,NA,"Spumella-like flagellate JBM09"
"Eukaryota","Streptophyta","Magnoliopsida","Sapindales","Sapindaceae",NA,NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella angusta"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Evosea","Variosea","Fractovitellida","Schizoplasmodiidae","Schizoplasmodium","Schizoplasmodium cavostelioides"
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018c"
"Eukaryota","Platyhelminthes","Cestoda","Cyclophyllidea","Mesocestoididae","Mesocestoides",NA
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Tardigrada","Eutardigrada","Parachela","Macrobiotidae","Paramacrobiotus","Paramacrobiotus richtersi"
"Eukaryota",NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium aureolum"
"Eukaryota","Cercozoa",NA,"Cercomonadida","Cercomonadidae","Cercomonas",NA
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp."
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella tetrahymenae"
"Eukaryota","Ascomycota","Dothideomycetes","Dothideales",NA,NA,NA
"Eukaryota","Arthropoda","Insecta","Blattodea","Termitidae","Macrotermes","Macrotermes barneyi"
"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stenophoridae","Stenophora","Stenophora robusta"
"Eukaryota","Streptophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum","Adiantum raddianum"
"Eukaryota","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Phyllactinia",NA
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Sancassania","Sancassania nesbitti"
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Cryptosporidiidae","Cryptosporidium",NA
"Eukaryota",NA,NA,NA,NA,NA,"uncultured fungus"
"Eukaryota","Ciliophora","Litostomatea","Haptorida","Spathidiidae","Spathidium","Spathidium papilliferum"
"Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Rhogostomidae","Rhogostoma","Rhogostoma schuessleri"
"Eukaryota",NA,NA,NA,NA,NA,NA
"Eukaryota","Basidiomycota","Microbotryomycetes","Kriegeriales","Kriegeriaceae",NA,NA
"Eukaryota","Apicomplexa","Conoidasida","Neogregarinorida",NA,"Aranciocystis","Aranciocystis muskarensis"
"Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Sancassania","Sancassania aff. sphaerogaster AD361"
"Eukaryota","Ciliophora","Colpodea","Grossglockneriida","Grossglockneriidae","Pseudoplatyophrya","Pseudoplatyophrya nana"
"Eukaryota",NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora",NA
"Eukaryota",NA,NA,NA,"Colpodellaceae","Colpodella","Colpodella angusta"
"Eukaryota","Imbricatea",NA,"Euglyphida","Euglyphidae","Euglypha",NA
"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Cystoisospora","Cystoisospora belli"
"Eukaryota",NA,"Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium aureolum"
"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Cucurbitaria","Cucurbitaria berberidis"
"Eukaryota","Basidiomycota","Cystobasidiomycetes",NA,"Symmetrosporaceae","Symmetrospora","Symmetrospora foliicola"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota",NA,"Oomycota","Saprolegniales","Saprolegniaceae","Newbya","Newbya apiculata"
"Eukaryota","Arthropoda","Ostracoda","Podocopida","Cyprididae",NA,NA
"Eukaryota","Evosea","Variosea",NA,"Flamellidae","Flamella","Flamella aegyptia"
"Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Podoscyphaceae","Abortiporus","Abortiporus biennis"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Colpoda","Colpoda maupasi"
"Eukaryota","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Phasmarhabditis","Phasmarhabditis sp. SA3"
"Eukaryota","Porifera","Calcarea","Clathrinida","Levinellidae","Levinella","Levinella prolifera"
"Eukaryota","Evosea","Variosea",NA,"Flamellidae","Telaepolella","Telaepolella sp. Tib190"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"Eukaryota","Chordata","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates moloch"
"Eukaryota","Arthropoda","Ostracoda","Podocopida","Cyprididae","Stenocypria","Stenocypria sp. SFH-2011"
"Eukaryota","Apicomplexa","Conoidasida",NA,NA,"Quadruspinospora","Quadruspinospora mexicana"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Lecudinidae","Psychodiella",NA
"Eukaryota","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium bornovanus"
"Eukaryota","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora alnicola"
"Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Stylocephalidae","Stylocephalus","Stylocephalus giganteus"
"Eukaryota","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"Eukaryota","Discosea",NA,"Longamoebia","Acanthamoebidae","Luapeleamoeba","Luapeleamoeba arachisporum"
"Eukaryota","Ascomycota","Leotiomycetes",NA,"Pseudeurotiaceae","Leuconeurospora","Leuconeurospora pulcherrima"
"Eukaryota",NA,"Xanthophyceae","Mischococcales","Pleurochloridaceae","Monodus","Monodus sp. NIES-3918"
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp. clade V"
"Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius sp."
"Eukaryota",NA,NA,NA,NA,NA,"Rhizaria sp. GAS-2018a"
"Eukaryota","Microsporidia",NA,NA,NA,NA,"Microsporidia sp. clade III"
"Eukaryota","Ciliophora","Colpodea","Colpodida","Colpodidae","Colpoda","Colpoda maupasi"
